1,bird
2,airplane
3,automobile
4,ship
5,airplane
6,cat
7,airplane
8,cat
9,ship
10,cat
11,bird
12,horse
13,horse
14,cat
15,dog
16,airplane
17,dog
18,bird
19,ship
20,deer
21,ship
22,ship
23,ship
24,automobile
25,frog
26,truck
27,automobile
28,cat
29,bird
30,cat
31,cat
32,horse
33,dog
34,dog
35,deer
36,deer
37,cat
38,horse
39,ship
40,cat
41,bird
42,bird
43,truck
44,deer
45,horse
46,automobile
47,frog
48,bird
49,airplane
50,truck
51,bird
52,horse
53,dog
54,frog
55,ship
56,ship
57,frog
58,ship
59,airplane
60,cat
61,dog
62,cat
63,deer
64,frog
65,ship
66,truck
67,ship
68,airplane
69,cat
70,frog
71,truck
72,bird
73,truck
74,frog
75,frog
76,horse
77,airplane
78,frog
79,horse
80,cat
81,cat
82,deer
83,ship
84,cat
85,deer
86,frog
87,dog
88,bird
89,frog
90,truck
91,automobile
92,airplane
93,cat
94,horse
95,automobile
96,frog
97,deer
98,bird
99,truck
100,bird
101,deer
102,airplane
103,cat
104,cat
105,ship
106,airplane
107,automobile
108,bird
109,frog
110,frog
111,horse
112,bird
113,deer
114,airplane
115,truck
116,horse
117,truck
118,horse
119,airplane
120,cat
121,deer
122,truck
123,horse
124,cat
125,ship
126,cat
127,airplane
128,cat
129,airplane
130,airplane
131,ship
132,truck
133,cat
134,truck
135,automobile
136,cat
137,cat
138,frog
139,dog
140,automobile
141,cat
142,dog
143,cat
144,deer
145,automobile
146,automobile
147,frog
148,ship
149,horse
150,frog
151,ship
152,dog
153,dog
154,ship
155,truck
156,horse
157,airplane
158,ship
159,truck
160,frog
161,cat
162,cat
163,frog
164,cat
165,frog
166,automobile
167,frog
168,bird
169,truck
170,frog
171,frog
172,cat
173,ship
174,frog
175,bird
176,ship
177,cat
178,automobile
179,bird
180,automobile
181,frog
182,truck
183,deer
184,frog
185,ship
186,dog
187,ship
188,horse
189,cat
190,airplane
191,automobile
192,ship
193,airplane
194,cat
195,truck
196,deer
197,automobile
198,cat
199,ship
200,bird
201,airplane
202,bird
203,airplane
204,cat
205,airplane
206,bird
207,cat
208,automobile
209,bird
210,cat
211,automobile
212,horse
213,horse
214,frog
215,cat
216,bird
217,dog
218,airplane
219,cat
220,automobile
221,frog
222,truck
223,dog
224,deer
225,automobile
226,ship
227,horse
228,dog
229,horse
230,truck
231,airplane
232,cat
233,deer
234,ship
235,horse
236,frog
237,deer
238,deer
239,truck
240,airplane
241,automobile
242,dog
243,cat
244,cat
245,airplane
246,horse
247,deer
248,truck
249,horse
250,ship
251,bird
252,airplane
253,frog
254,airplane
255,ship
256,cat
257,frog
258,ship
259,deer
260,airplane
261,bird
262,airplane
263,horse
264,horse
265,frog
266,deer
267,cat
268,bird
269,bird
270,automobile
271,dog
272,truck
273,dog
274,frog
275,horse
276,cat
277,frog
278,horse
279,dog
280,dog
281,automobile
282,bird
283,cat
284,automobile
285,cat
286,cat
287,ship
288,truck
289,bird
290,deer
291,automobile
292,bird
293,airplane
294,cat
295,truck
296,frog
297,frog
298,cat
299,ship
300,truck
301,ship
302,frog
303,frog
304,cat
305,frog
306,automobile
307,airplane
308,cat
309,frog
310,dog
311,automobile
312,ship
313,deer
314,truck
315,airplane
316,cat
317,ship
318,cat
319,cat
320,frog
321,cat
322,horse
323,ship
324,dog
325,horse
326,ship
327,cat
328,dog
329,horse
330,truck
331,frog
332,airplane
333,bird
334,bird
335,bird
336,deer
337,dog
338,automobile
339,bird
340,ship
341,ship
342,frog
343,cat
344,bird
345,ship
346,frog
347,airplane
348,horse
349,cat
350,truck
351,bird
352,truck
353,deer
354,cat
355,airplane
356,cat
357,airplane
358,frog
359,airplane
360,cat
361,horse
362,airplane
363,airplane
364,ship
365,frog
366,dog
367,cat
368,ship
369,ship
370,deer
371,frog
372,bird
373,horse
374,airplane
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,deer
386,cat
387,ship
388,dog
389,frog
390,cat
391,frog
392,frog
393,bird
394,frog
395,frog
396,deer
397,frog
398,deer
399,dog
400,dog
401,automobile
402,truck
403,deer
404,truck
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,cat
413,ship
414,airplane
415,automobile
416,frog
417,cat
418,bird
419,bird
420,dog
421,frog
422,automobile
423,ship
424,deer
425,ship
426,ship
427,truck
428,automobile
429,automobile
430,frog
431,frog
432,frog
433,airplane
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,deer
441,truck
442,airplane
443,bird
444,deer
445,ship
446,dog
447,horse
448,frog
449,airplane
450,bird
451,deer
452,frog
453,airplane
454,ship
455,horse
456,airplane
457,bird
458,cat
459,bird
460,truck
461,automobile
462,truck
463,horse
464,dog
465,ship
466,airplane
467,cat
468,bird
469,cat
470,deer
471,horse
472,ship
473,frog
474,airplane
475,frog
476,dog
477,truck
478,horse
479,frog
480,cat
481,horse
482,ship
483,bird
484,truck
485,dog
486,airplane
487,cat
488,horse
489,ship
490,airplane
491,truck
492,frog
493,frog
494,cat
495,automobile
496,horse
497,ship
498,frog
499,frog
500,cat
501,ship
502,dog
503,bird
504,deer
505,cat
506,cat
507,cat
508,automobile
509,dog
510,automobile
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,ship
517,truck
518,ship
519,ship
520,automobile
521,truck
522,dog
523,horse
524,truck
525,frog
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,dog
532,frog
533,bird
534,bird
535,cat
536,bird
537,airplane
538,truck
539,truck
540,truck
541,truck
542,cat
543,cat
544,airplane
545,cat
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,cat
555,frog
556,deer
557,dog
558,ship
559,frog
560,bird
561,automobile
562,truck
563,frog
564,cat
565,ship
566,horse
567,frog
568,bird
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,deer
576,cat
577,deer
578,frog
579,ship
580,deer
581,bird
582,frog
583,frog
584,truck
585,automobile
586,frog
587,deer
588,airplane
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,ship
597,dog
598,truck
599,cat
600,bird
601,truck
602,truck
603,cat
604,truck
605,ship
606,ship
607,bird
608,bird
609,horse
610,truck
611,deer
612,cat
613,automobile
614,ship
615,cat
616,frog
617,automobile
618,deer
619,horse
620,deer
621,frog
622,ship
623,cat
624,ship
625,cat
626,truck
627,ship
628,horse
629,horse
630,dog
631,airplane
632,deer
633,truck
634,horse
635,horse
636,ship
637,cat
638,frog
639,airplane
640,cat
641,bird
642,cat
643,deer
644,cat
645,frog
646,automobile
647,truck
648,horse
649,frog
650,airplane
651,cat
652,truck
653,dog
654,dog
655,deer
656,cat
657,deer
658,truck
659,deer
660,deer
661,frog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,bird
668,automobile
669,frog
670,truck
671,dog
672,bird
673,frog
674,airplane
675,horse
676,truck
677,cat
678,automobile
679,dog
680,cat
681,deer
682,cat
683,airplane
684,horse
685,dog
686,airplane
687,dog
688,frog
689,bird
690,bird
691,frog
692,airplane
693,deer
694,automobile
695,automobile
696,truck
697,cat
698,ship
699,automobile
700,frog
701,truck
702,cat
703,truck
704,cat
705,deer
706,cat
707,frog
708,horse
709,bird
710,deer
711,frog
712,automobile
713,dog
714,deer
715,automobile
716,automobile
717,bird
718,airplane
719,dog
720,dog
721,truck
722,frog
723,cat
724,dog
725,airplane
726,bird
727,dog
728,deer
729,ship
730,frog
731,ship
732,cat
733,truck
734,cat
735,deer
736,automobile
737,frog
738,truck
739,cat
740,cat
741,bird
742,dog
743,automobile
744,cat
745,airplane
746,deer
747,deer
748,horse
749,dog
750,bird
751,truck
752,ship
753,ship
754,truck
755,cat
756,automobile
757,dog
758,frog
759,frog
760,automobile
761,automobile
762,truck
763,deer
764,dog
765,airplane
766,ship
767,deer
768,deer
769,bird
770,ship
771,airplane
772,horse
773,dog
774,dog
775,bird
776,ship
777,airplane
778,dog
779,horse
780,horse
781,truck
782,deer
783,automobile
784,bird
785,frog
786,bird
787,cat
788,horse
789,bird
790,ship
791,bird
792,dog
793,dog
794,deer
795,horse
796,airplane
797,bird
798,frog
799,deer
800,airplane
801,frog
802,deer
803,cat
804,automobile
805,airplane
806,truck
807,frog
808,frog
809,bird
810,frog
811,truck
812,horse
813,deer
814,bird
815,horse
816,bird
817,frog
818,dog
819,cat
820,bird
821,dog
822,deer
823,truck
824,ship
825,airplane
826,airplane
827,bird
828,deer
829,frog
830,ship
831,automobile
832,cat
833,bird
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,bird
841,horse
842,frog
843,dog
844,automobile
845,dog
846,frog
847,horse
848,horse
849,automobile
850,horse
851,ship
852,dog
853,deer
854,ship
855,dog
856,frog
857,ship
858,automobile
859,dog
860,bird
861,automobile
862,automobile
863,dog
864,airplane
865,airplane
866,dog
867,deer
868,dog
869,airplane
870,frog
871,cat
872,horse
873,truck
874,bird
875,truck
876,deer
877,deer
878,airplane
879,frog
880,ship
881,frog
882,frog
883,frog
884,cat
885,bird
886,frog
887,bird
888,dog
889,horse
890,dog
891,bird
892,frog
893,ship
894,automobile
895,cat
896,frog
897,cat
898,truck
899,cat
900,airplane
901,cat
902,automobile
903,horse
904,automobile
905,cat
906,bird
907,frog
908,bird
909,airplane
910,bird
911,deer
912,frog
913,deer
914,deer
915,truck
916,ship
917,cat
918,automobile
919,truck
920,dog
921,cat
922,bird
923,airplane
924,automobile
925,bird
926,frog
927,airplane
928,cat
929,automobile
930,ship
931,bird
932,bird
933,airplane
934,horse
935,horse
936,ship
937,frog
938,automobile
939,automobile
940,airplane
941,airplane
942,truck
943,truck
944,airplane
945,horse
946,airplane
947,cat
948,truck
949,truck
950,cat
951,bird
952,bird
953,dog
954,cat
955,truck
956,truck
957,frog
958,deer
959,automobile
960,automobile
961,frog
962,frog
963,deer
964,airplane
965,deer
966,cat
967,bird
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,bird
974,frog
975,frog
976,deer
977,airplane
978,deer
979,truck
980,dog
981,deer
982,deer
983,ship
984,cat
985,airplane
986,bird
987,horse
988,deer
989,airplane
990,cat
991,truck
992,ship
993,deer
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,deer
1001,cat
1002,airplane
1003,bird
1004,airplane
1005,cat
1006,dog
1007,ship
1008,automobile
1009,automobile
1010,dog
1011,dog
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,dog
1020,airplane
1021,frog
1022,frog
1023,deer
1024,automobile
1025,deer
1026,automobile
1027,truck
1028,bird
1029,dog
1030,dog
1031,horse
1032,bird
1033,deer
1034,cat
1035,bird
1036,cat
1037,cat
1038,truck
1039,dog
1040,airplane
1041,cat
1042,bird
1043,dog
1044,bird
1045,dog
1046,airplane
1047,ship
1048,horse
1049,frog
1050,deer
1051,dog
1052,frog
1053,dog
1054,frog
1055,cat
1056,frog
